split,MSE,MAE,R2,MAPE,dataset,num_config,scat_config,lcat_config,model,columns
test,1147808585106964.8,26486284.741771773,0.189191445131743,3.5315775609792037e+19,marca 6,robustScaler,oneHotEncoder__0.0,featureHasher__10,linearRegression,"['Hora entera', 'Pasajeros saliendo', 'Semana', 'Mes', 'Día', 'Hdi2021', 'Minuto entero', 'sin_Semana', 'cos_Semana', 'sin_Mes', 'cos_Mes', 'sin_Día', 'cos_Día', 'sin_Hora entera', 'cos_Hora entera', 'internacional', 'charter', 'legacy', 'low cost', 'regional', 'domingo', 'jueves', 'lunes', 'martes', 'miercoles', 'sabado', 'viernes', 'Asia', 'Europe', 'North America', 'South America', 'Destino__0', 'Sala__0', 'AEROLÍNEA__0', 'País Destino__0']"
train,17272254514447.56,2777285.1194853843,0.986113038714586,0.0959044430117243,marca 2,powerTransformer,oneHotEncoder__0.05,oneHotEncoder__0.05,randomForest,"['Hora entera', 'Pasajeros saliendo', 'Semana', 'Mes', 'Día', 'Hdi2021', 'Minuto entero', 'sin_Semana', 'cos_Semana', 'sin_Mes', 'cos_Mes', 'sin_Día', 'cos_Día', 'sin_Hora entera', 'cos_Hora entera', 'internacional', 'charter', 'legacy', 'low cost', 'regional', 'domingo', 'jueves', 'lunes', 'martes', 'miercoles', 'sabado', 'viernes', 'Asia', 'Europe', 'North America', 'South America', 'amsterdam', 'aruba', 'asuncion', 'atlanta', 'balboa', 'barcelona', 'belo horizonte brasil', 'boston', 'bridgetown barbados', 'buenos aires', 'cancun', 'caracas', 'ciud panama', 'dallas', 'estambul', 'fort lauderdale', 'frankfurt', 'guadalajara', 'guatemala', 'guayaquil', 'habana', 'harlingen', 'houston', 'la paz', 'la romana rep dominicana', 'lima', 'londres', 'los angeles', 'madrid', 'manaos', 'maturin', 'merida mexico', 'mexico', 'miami', 'monterrey', 'montevideo', 'montreal', 'nueva york', 'orlando', 'paris', 'phoenix arizona', 'porto alegre', 'punta cana', 'quito', 'rio de janeiro', 'san antonio texas', 'san jose', 'san juan puerto rico', 'san salvador', 'santa cruz de la sierra', 'santiago', 'santiago de los caballeros', 'santo domingo', 'santo domingo la isabela', 'sao pablo', 'toronto', 'trujillo peru', 'washington', 'yuma arizona', 'a1', 'a10', 'a11', 'a12', 'a13', 'a14', 'a2', 'a3', 'a4', 'a5', 'a6', 'a7a', 'a7b', 'a7c', 'a8', 'a9a', 'a9b', 'en', 'rori', 'aerolinea de vuelo charter', 'aerolineas argentinas s a', 'aeromexico s a', 'air canada s a', 'air europa', 'air france', 'american airlines inc', 'arajet', 'avianca s a', 'copa airlines s a', 'delta air lines inc', 'global reps ltda', 'iberia s a', 'jet magic', 'jetblue airways corporation', 'jetsmart airlines spa sucursal colombia', 'klm cia', 'latam airlines', 'linea aerea de servicio ejecutivo laser', 'lufthansa s a', 'menzies aviation colombia s a s', 'plus ultra lineas aereas', 'sai s a', 'satena', 'sky airlines', 'sky cana', 'spirit airlines inc', 'titan airways', 'transaereo s a s', 'turkish airlines', 'turpial airlines', 'united air lines inc', 'viva airlines peru s a c sucursal col', 'viva colombia s a', 'vivaaerobus', 'volaris', 'volaris costa rica', 'wingo s a', 'Argentina', 'Aruba', 'Barbados', 'Bolivia', 'Brazil', 'Canada', 'Chile', 'Costa Rica', 'Cuba', 'Dominican Republic', 'Ecuador', 'El Salvador', 'France', 'Germany', 'Guatemala', 'Mexico', 'Netherlands', 'Panama', 'Paraguay', 'Peru', 'Puerto Rico', 'Spain', 'Turkey', 'United Kingdom', 'United States', 'Uruguay', 'Venezuela']"
test,313093524293553.25,13137890.547634223,0.7517672063769689,0.4566621593153007,marca 2,powerTransformer,oneHotEncoder__0.05,oneHotEncoder__0.05,randomForest,"['Hora entera', 'Pasajeros saliendo', 'Semana', 'Mes', 'Día', 'Hdi2021', 'Minuto entero', 'sin_Semana', 'cos_Semana', 'sin_Mes', 'cos_Mes', 'sin_Día', 'cos_Día', 'sin_Hora entera', 'cos_Hora entera', 'internacional', 'charter', 'legacy', 'low cost', 'regional', 'domingo', 'jueves', 'lunes', 'martes', 'miercoles', 'sabado', 'viernes', 'Asia', 'Europe', 'North America', 'South America', 'amsterdam', 'aruba', 'asuncion', 'atlanta', 'balboa', 'barcelona', 'belo horizonte brasil', 'boston', 'bridgetown barbados', 'buenos aires', 'cancun', 'caracas', 'ciud panama', 'dallas', 'estambul', 'fort lauderdale', 'frankfurt', 'guadalajara', 'guatemala', 'guayaquil', 'habana', 'harlingen', 'houston', 'la paz', 'la romana rep dominicana', 'lima', 'londres', 'los angeles', 'madrid', 'manaos', 'maturin', 'merida mexico', 'mexico', 'miami', 'monterrey', 'montevideo', 'montreal', 'nueva york', 'orlando', 'paris', 'phoenix arizona', 'porto alegre', 'punta cana', 'quito', 'rio de janeiro', 'san antonio texas', 'san jose', 'san juan puerto rico', 'san salvador', 'santa cruz de la sierra', 'santiago', 'santiago de los caballeros', 'santo domingo', 'santo domingo la isabela', 'sao pablo', 'toronto', 'trujillo peru', 'washington', 'yuma arizona', 'a1', 'a10', 'a11', 'a12', 'a13', 'a14', 'a2', 'a3', 'a4', 'a5', 'a6', 'a7a', 'a7b', 'a7c', 'a8', 'a9a', 'a9b', 'en', 'rori', 'aerolinea de vuelo charter', 'aerolineas argentinas s a', 'aeromexico s a', 'air canada s a', 'air europa', 'air france', 'american airlines inc', 'arajet', 'avianca s a', 'copa airlines s a', 'delta air lines inc', 'global reps ltda', 'iberia s a', 'jet magic', 'jetblue airways corporation', 'jetsmart airlines spa sucursal colombia', 'klm cia', 'latam airlines', 'linea aerea de servicio ejecutivo laser', 'lufthansa s a', 'menzies aviation colombia s a s', 'plus ultra lineas aereas', 'sai s a', 'satena', 'sky airlines', 'sky cana', 'spirit airlines inc', 'titan airways', 'transaereo s a s', 'turkish airlines', 'turpial airlines', 'united air lines inc', 'viva airlines peru s a c sucursal col', 'viva colombia s a', 'vivaaerobus', 'volaris', 'volaris costa rica', 'wingo s a', 'Argentina', 'Aruba', 'Barbados', 'Bolivia', 'Brazil', 'Canada', 'Chile', 'Costa Rica', 'Cuba', 'Dominican Republic', 'Ecuador', 'El Salvador', 'France', 'Germany', 'Guatemala', 'Mexico', 'Netherlands', 'Panama', 'Paraguay', 'Peru', 'Puerto Rico', 'Spain', 'Turkey', 'United Kingdom', 'United States', 'Uruguay', 'Venezuela']"
train,1233415053570.687,855219.4215893863,0.9870756635479108,2.2518050083290156e+18,marca 9,standardScaler,oneHotEncoder__0.0,featureHasher__2,lgbmregressor,"['Hora entera', 'Pasajeros saliendo', 'Semana', 'Mes', 'Día', 'Hdi2021', 'Minuto entero', 'sin_Semana', 'cos_Semana', 'sin_Mes', 'cos_Mes', 'sin_Día', 'cos_Día', 'sin_Hora entera', 'cos_Hora entera', 'internacional', 'charter', 'legacy', 'low cost', 'regional', 'domingo', 'jueves', 'lunes', 'martes', 'miercoles', 'sabado', 'viernes', 'Asia', 'Europe', 'North America', 'South America', 'Destino__0', 'Destino__1', 'Destino__2', 'Destino__3', 'Destino__4', 'Sala__0', 'Sala__1', 'Sala__2', 'Sala__3', 'AEROLÍNEA__0', 'AEROLÍNEA__1', 'AEROLÍNEA__2', 'AEROLÍNEA__3', 'AEROLÍNEA__4', 'País Destino__0', 'País Destino__1', 'País Destino__2', 'País Destino__3']"
test,22788682324995.383,3640297.692862524,0.7597202967880275,5.597254883263026e+18,marca 9,standardScaler,oneHotEncoder__0.0,featureHasher__2,lgbmregressor,"['Hora entera', 'Pasajeros saliendo', 'Semana', 'Mes', 'Día', 'Hdi2021', 'Minuto entero', 'sin_Semana', 'cos_Semana', 'sin_Mes', 'cos_Mes', 'sin_Día', 'cos_Día', 'sin_Hora entera', 'cos_Hora entera', 'internacional', 'charter', 'legacy', 'low cost', 'regional', 'domingo', 'jueves', 'lunes', 'martes', 'miercoles', 'sabado', 'viernes', 'Asia', 'Europe', 'North America', 'South America', 'Destino__0', 'Destino__1', 'Destino__2', 'Destino__3', 'Destino__4', 'Sala__0', 'Sala__1', 'Sala__2', 'Sala__3', 'AEROLÍNEA__0', 'AEROLÍNEA__1', 'AEROLÍNEA__2', 'AEROLÍNEA__3', 'AEROLÍNEA__4', 'País Destino__0', 'País Destino__1', 'País Destino__2', 'País Destino__3']"
train,36736715908264.52,4618936.366310756,0.99009926581984,0.0799938257385787,marca 3,standardScaler,oneHotEncoder__0.05,featureHasher__2,lgbmregressor,"['Hora entera', 'Pasajeros saliendo', 'Semana', 'Mes', 'Día', 'Hdi2021', 'Minuto entero', 'sin_Semana', 'cos_Semana', 'sin_Mes', 'cos_Mes', 'sin_Día', 'cos_Día', 'sin_Hora entera', 'cos_Hora entera', 'internacional', 'charter', 'legacy', 'low cost', 'regional', 'domingo', 'jueves', 'lunes', 'martes', 'miercoles', 'sabado', 'viernes', 'Asia', 'Europe', 'North America', 'South America', 'Destino__0', 'Destino__1', 'Destino__2', 'Destino__3', 'Destino__4', 'Sala__0', 'Sala__1', 'Sala__2', 'Sala__3', 'AEROLÍNEA__0', 'AEROLÍNEA__1', 'AEROLÍNEA__2', 'AEROLÍNEA__3', 'AEROLÍNEA__4', 'País Destino__0', 'País Destino__1', 'País Destino__2', 'País Destino__3']"
test,732883384185928.4,20329817.044258397,0.7972138754080975,0.3080132262803779,marca 3,standardScaler,oneHotEncoder__0.05,featureHasher__2,lgbmregressor,"['Hora entera', 'Pasajeros saliendo', 'Semana', 'Mes', 'Día', 'Hdi2021', 'Minuto entero', 'sin_Semana', 'cos_Semana', 'sin_Mes', 'cos_Mes', 'sin_Día', 'cos_Día', 'sin_Hora entera', 'cos_Hora entera', 'internacional', 'charter', 'legacy', 'low cost', 'regional', 'domingo', 'jueves', 'lunes', 'martes', 'miercoles', 'sabado', 'viernes', 'Asia', 'Europe', 'North America', 'South America', 'Destino__0', 'Destino__1', 'Destino__2', 'Destino__3', 'Destino__4', 'Sala__0', 'Sala__1', 'Sala__2', 'Sala__3', 'AEROLÍNEA__0', 'AEROLÍNEA__1', 'AEROLÍNEA__2', 'AEROLÍNEA__3', 'AEROLÍNEA__4', 'País Destino__0', 'País Destino__1', 'País Destino__2', 'País Destino__3']"
train,46882025057651.16,5049622.199606108,0.996505470767734,1.9655266527738777e+20,marca 1,standardScaler,oneHotEncoder__0.05,oneHotEncoder__0.05,lgbmregressor,"['Hora entera', 'Pasajeros saliendo', 'Semana', 'Mes', 'Día', 'Hdi2021', 'Minuto entero', 'sin_Semana', 'cos_Semana', 'sin_Mes', 'cos_Mes', 'sin_Día', 'cos_Día', 'sin_Hora entera', 'cos_Hora entera', 'internacional', 'charter', 'legacy', 'low cost', 'regional', 'domingo', 'jueves', 'lunes', 'martes', 'miercoles', 'sabado', 'viernes', 'Asia', 'Europe', 'North America', 'South America', 'amsterdam', 'aruba', 'asuncion', 'atlanta', 'balboa', 'barcelona', 'belo horizonte brasil', 'boston', 'bridgetown barbados', 'buenos aires', 'cancun', 'caracas', 'ciud panama', 'cochabamba', 'dallas', 'estambul', 'fort lauderdale', 'frankfurt', 'guadalajara', 'guatemala', 'guayaquil', 'habana', 'harlingen', 'houston', 'la paz', 'la romana rep dominicana', 'lima', 'londres', 'los angeles', 'madrid', 'manaos', 'maturin', 'mexico', 'miami', 'monterrey', 'montevideo', 'montreal', 'nueva york', 'orlando', 'paris', 'phoenix arizona', 'porto alegre', 'punta cana', 'quito', 'rio de janeiro', 'san antonio texas', 'san jose', 'san juan puerto rico', 'san salvador', 'santa clara cuba', 'santa cruz de la sierra', 'santiago', 'santiago de los caballeros', 'santo domingo', 'santo domingo la isabela', 'sao pablo', 'toronto', 'trujillo peru', 'washington', 'yuma arizona', 'a1', 'a10', 'a11', 'a12', 'a13', 'a14', 'a2', 'a3', 'a4', 'a5', 'a6', 'a7a', 'a7b', 'a7c', 'a8', 'a9a', 'a9b', 'en', 'rori', 'aerolinea de vuelo charter', 'aerolineas argentinas s a', 'aeromexico s a', 'air canada s a', 'air europa', 'air france', 'american airlines inc', 'arajet', 'avianca s a', 'copa airlines s a', 'delta air lines inc', 'global reps ltda', 'iberia s a', 'ita transportes aereos', 'jet magic', 'jetblue airways corporation', 'jetsmart airlines spa sucursal colombia', 'klm cia', 'latam airlines', 'linea aerea de servicio ejecutivo laser', 'lufthansa s a', 'menzies aviation colombia s a s', 'plus ultra lineas aereas', 'sai s a', 'satena', 'sky airlines', 'spirit airlines inc', 'titan airways', 'transaereo s a s', 'turkish airlines', 'turpial airlines', 'united air lines inc', 'viva airlines peru s a c sucursal col', 'viva colombia s a', 'vivaaerobus', 'volaris', 'volaris costa rica', 'wingo s a', 'Argentina', 'Aruba', 'Barbados', 'Bolivia', 'Brazil', 'Canada', 'Chile', 'Costa Rica', 'Cuba', 'Dominican Republic', 'Ecuador', 'El Salvador', 'France', 'Germany', 'Guatemala', 'Mexico', 'Netherlands', 'Panama', 'Paraguay', 'Peru', 'Puerto Rico', 'Spain', 'Turkey', 'United Kingdom', 'United States', 'Uruguay', 'Venezuela']"
test,931588798058523.2,20546658.762030635,0.9288421568803478,1.1538432065907858e+21,marca 1,standardScaler,oneHotEncoder__0.05,oneHotEncoder__0.05,lgbmregressor,"['Hora entera', 'Pasajeros saliendo', 'Semana', 'Mes', 'Día', 'Hdi2021', 'Minuto entero', 'sin_Semana', 'cos_Semana', 'sin_Mes', 'cos_Mes', 'sin_Día', 'cos_Día', 'sin_Hora entera', 'cos_Hora entera', 'internacional', 'charter', 'legacy', 'low cost', 'regional', 'domingo', 'jueves', 'lunes', 'martes', 'miercoles', 'sabado', 'viernes', 'Asia', 'Europe', 'North America', 'South America', 'amsterdam', 'aruba', 'asuncion', 'atlanta', 'balboa', 'barcelona', 'belo horizonte brasil', 'boston', 'bridgetown barbados', 'buenos aires', 'cancun', 'caracas', 'ciud panama', 'cochabamba', 'dallas', 'estambul', 'fort lauderdale', 'frankfurt', 'guadalajara', 'guatemala', 'guayaquil', 'habana', 'harlingen', 'houston', 'la paz', 'la romana rep dominicana', 'lima', 'londres', 'los angeles', 'madrid', 'manaos', 'maturin', 'mexico', 'miami', 'monterrey', 'montevideo', 'montreal', 'nueva york', 'orlando', 'paris', 'phoenix arizona', 'porto alegre', 'punta cana', 'quito', 'rio de janeiro', 'san antonio texas', 'san jose', 'san juan puerto rico', 'san salvador', 'santa clara cuba', 'santa cruz de la sierra', 'santiago', 'santiago de los caballeros', 'santo domingo', 'santo domingo la isabela', 'sao pablo', 'toronto', 'trujillo peru', 'washington', 'yuma arizona', 'a1', 'a10', 'a11', 'a12', 'a13', 'a14', 'a2', 'a3', 'a4', 'a5', 'a6', 'a7a', 'a7b', 'a7c', 'a8', 'a9a', 'a9b', 'en', 'rori', 'aerolinea de vuelo charter', 'aerolineas argentinas s a', 'aeromexico s a', 'air canada s a', 'air europa', 'air france', 'american airlines inc', 'arajet', 'avianca s a', 'copa airlines s a', 'delta air lines inc', 'global reps ltda', 'iberia s a', 'ita transportes aereos', 'jet magic', 'jetblue airways corporation', 'jetsmart airlines spa sucursal colombia', 'klm cia', 'latam airlines', 'linea aerea de servicio ejecutivo laser', 'lufthansa s a', 'menzies aviation colombia s a s', 'plus ultra lineas aereas', 'sai s a', 'satena', 'sky airlines', 'spirit airlines inc', 'titan airways', 'transaereo s a s', 'turkish airlines', 'turpial airlines', 'united air lines inc', 'viva airlines peru s a c sucursal col', 'viva colombia s a', 'vivaaerobus', 'volaris', 'volaris costa rica', 'wingo s a', 'Argentina', 'Aruba', 'Barbados', 'Bolivia', 'Brazil', 'Canada', 'Chile', 'Costa Rica', 'Cuba', 'Dominican Republic', 'Ecuador', 'El Salvador', 'France', 'Germany', 'Guatemala', 'Mexico', 'Netherlands', 'Panama', 'Paraguay', 'Peru', 'Puerto Rico', 'Spain', 'Turkey', 'United Kingdom', 'United States', 'Uruguay', 'Venezuela']"
train,164634150010842.5,7838406.713740492,0.9877283703266933,7.336330014573496e+20,marca 1,powerTransformer,oneHotEncoder__0.05,featureHasher__10,randomForest,"['Hora entera', 'Pasajeros saliendo', 'Semana', 'Mes', 'Día', 'Hdi2021', 'Minuto entero', 'sin_Semana', 'cos_Semana', 'sin_Mes', 'cos_Mes', 'sin_Día', 'cos_Día', 'sin_Hora entera', 'cos_Hora entera', 'internacional', 'charter', 'legacy', 'low cost', 'regional', 'domingo', 'jueves', 'lunes', 'martes', 'miercoles', 'sabado', 'viernes', 'Asia', 'Europe', 'North America', 'South America', 'Destino__0', 'Sala__0', 'AEROLÍNEA__0', 'País Destino__0']"
test,1709215865173936.5,27933783.71942636,0.8694444215676077,2.483023674511256e+21,marca 1,powerTransformer,oneHotEncoder__0.05,featureHasher__10,randomForest,"['Hora entera', 'Pasajeros saliendo', 'Semana', 'Mes', 'Día', 'Hdi2021', 'Minuto entero', 'sin_Semana', 'cos_Semana', 'sin_Mes', 'cos_Mes', 'sin_Día', 'cos_Día', 'sin_Hora entera', 'cos_Hora entera', 'internacional', 'charter', 'legacy', 'low cost', 'regional', 'domingo', 'jueves', 'lunes', 'martes', 'miercoles', 'sabado', 'viernes', 'Asia', 'Europe', 'North America', 'South America', 'Destino__0', 'Sala__0', 'AEROLÍNEA__0', 'País Destino__0']"
train,2166032895540.6147,998063.3586437312,0.9694909343060278,4.15812768773156e+20,marca 7,standardScaler,oneHotEncoder__0.05,featureHasher__2,randomForest,"['Hora entera', 'Pasajeros saliendo', 'Semana', 'Mes', 'Día', 'Hdi2021', 'Minuto entero', 'sin_Semana', 'cos_Semana', 'sin_Mes', 'cos_Mes', 'sin_Día', 'cos_Día', 'sin_Hora entera', 'cos_Hora entera', 'internacional', 'charter', 'legacy', 'low cost', 'regional', 'domingo', 'jueves', 'lunes', 'martes', 'miercoles', 'sabado', 'viernes', 'Asia', 'Europe', 'North America', 'South America', 'Destino__0', 'Destino__1', 'Destino__2', 'Destino__3', 'Destino__4', 'Sala__0', 'Sala__1', 'Sala__2', 'Sala__3', 'AEROLÍNEA__0', 'AEROLÍNEA__1', 'AEROLÍNEA__2', 'AEROLÍNEA__3', 'AEROLÍNEA__4', 'País Destino__0', 'País Destino__1', 'País Destino__2', 'País Destino__3']"
test,29171444705030.41,4026403.284955333,0.5770050873222627,1.839162667125313e+21,marca 7,standardScaler,oneHotEncoder__0.05,featureHasher__2,randomForest,"['Hora entera', 'Pasajeros saliendo', 'Semana', 'Mes', 'Día', 'Hdi2021', 'Minuto entero', 'sin_Semana', 'cos_Semana', 'sin_Mes', 'cos_Mes', 'sin_Día', 'cos_Día', 'sin_Hora entera', 'cos_Hora entera', 'internacional', 'charter', 'legacy', 'low cost', 'regional', 'domingo', 'jueves', 'lunes', 'martes', 'miercoles', 'sabado', 'viernes', 'Asia', 'Europe', 'North America', 'South America', 'Destino__0', 'Destino__1', 'Destino__2', 'Destino__3', 'Destino__4', 'Sala__0', 'Sala__1', 'Sala__2', 'Sala__3', 'AEROLÍNEA__0', 'AEROLÍNEA__1', 'AEROLÍNEA__2', 'AEROLÍNEA__3', 'AEROLÍNEA__4', 'País Destino__0', 'País Destino__1', 'País Destino__2', 'País Destino__3']"
train,13341044613535.416,2786840.9909471995,0.9892737471011572,0.0996665479500543,marca 2,minMaxScaler,oneHotEncoder__0.0,featureHasher__10,lgbmregressor,"['Hora entera', 'Pasajeros saliendo', 'Semana', 'Mes', 'Día', 'Hdi2021', 'Minuto entero', 'sin_Semana', 'cos_Semana', 'sin_Mes', 'cos_Mes', 'sin_Día', 'cos_Día', 'sin_Hora entera', 'cos_Hora entera', 'internacional', 'charter', 'legacy', 'low cost', 'regional', 'domingo', 'jueves', 'lunes', 'martes', 'miercoles', 'sabado', 'viernes', 'Asia', 'Europe', 'North America', 'South America', 'Destino__0', 'Sala__0', 'AEROLÍNEA__0', 'País Destino__0']"
test,219950930371598.62,11074177.09468119,0.8256142983815429,0.370300358111048,marca 2,minMaxScaler,oneHotEncoder__0.0,featureHasher__10,lgbmregressor,"['Hora entera', 'Pasajeros saliendo', 'Semana', 'Mes', 'Día', 'Hdi2021', 'Minuto entero', 'sin_Semana', 'cos_Semana', 'sin_Mes', 'cos_Mes', 'sin_Día', 'cos_Día', 'sin_Hora entera', 'cos_Hora entera', 'internacional', 'charter', 'legacy', 'low cost', 'regional', 'domingo', 'jueves', 'lunes', 'martes', 'miercoles', 'sabado', 'viernes', 'Asia', 'Europe', 'North America', 'South America', 'Destino__0', 'Sala__0', 'AEROLÍNEA__0', 'País Destino__0']"
train,274487820554061.3,12328577.580167957,0.9958464342501704,1.0365520169082962e+19,muelle,standardScaler,oneHotEncoder__0.0,featureHasher__2,lgbmregressor,"['Hora entera', 'Pasajeros saliendo', 'Semana', 'Mes', 'Día', 'Hdi2021', 'Minuto entero', 'sin_Semana', 'cos_Semana', 'sin_Mes', 'cos_Mes', 'sin_Día', 'cos_Día', 'sin_Hora entera', 'cos_Hora entera', 'internacional', 'charter', 'legacy', 'low cost', 'regional', 'domingo', 'jueves', 'lunes', 'martes', 'miercoles', 'sabado', 'viernes', 'Asia', 'Europe', 'North America', 'South America', 'Destino__0', 'Destino__1', 'Destino__2', 'Destino__3', 'Destino__4', 'Sala__0', 'Sala__1', 'Sala__2', 'Sala__3', 'AEROLÍNEA__0', 'AEROLÍNEA__1', 'AEROLÍNEA__2', 'AEROLÍNEA__3', 'AEROLÍNEA__4', 'País Destino__0', 'País Destino__1', 'País Destino__2', 'País Destino__3']"
test,4755558976594765.0,47984278.898357406,0.930770956108989,1.9693010686305858e+19,muelle,standardScaler,oneHotEncoder__0.0,featureHasher__2,lgbmregressor,"['Hora entera', 'Pasajeros saliendo', 'Semana', 'Mes', 'Día', 'Hdi2021', 'Minuto entero', 'sin_Semana', 'cos_Semana', 'sin_Mes', 'cos_Mes', 'sin_Día', 'cos_Día', 'sin_Hora entera', 'cos_Hora entera', 'internacional', 'charter', 'legacy', 'low cost', 'regional', 'domingo', 'jueves', 'lunes', 'martes', 'miercoles', 'sabado', 'viernes', 'Asia', 'Europe', 'North America', 'South America', 'Destino__0', 'Destino__1', 'Destino__2', 'Destino__3', 'Destino__4', 'Sala__0', 'Sala__1', 'Sala__2', 'Sala__3', 'AEROLÍNEA__0', 'AEROLÍNEA__1', 'AEROLÍNEA__2', 'AEROLÍNEA__3', 'AEROLÍNEA__4', 'País Destino__0', 'País Destino__1', 'País Destino__2', 'País Destino__3']"
train,85910432555858.77,6950137.910561711,0.0394980497405804,1.0132882136557342,marca 10,powerTransformer,oneHotEncoder__0.05,featureHasher__10,linearRegression,"['Hora entera', 'Pasajeros saliendo', 'Semana', 'Mes', 'Día', 'Hdi2021', 'Minuto entero', 'sin_Semana', 'cos_Semana', 'sin_Mes', 'cos_Mes', 'sin_Día', 'cos_Día', 'sin_Hora entera', 'cos_Hora entera', 'internacional', 'charter', 'legacy', 'low cost', 'regional', 'domingo', 'jueves', 'lunes', 'martes', 'miercoles', 'sabado', 'viernes', 'Asia', 'Europe', 'North America', 'South America', 'Destino__0', 'Sala__0', 'AEROLÍNEA__0', 'País Destino__0']"
test,81752444463577.08,6776451.775385846,0.0398163637143293,1.038545257561342,marca 10,powerTransformer,oneHotEncoder__0.05,featureHasher__10,linearRegression,"['Hora entera', 'Pasajeros saliendo', 'Semana', 'Mes', 'Día', 'Hdi2021', 'Minuto entero', 'sin_Semana', 'cos_Semana', 'sin_Mes', 'cos_Mes', 'sin_Día', 'cos_Día', 'sin_Hora entera', 'cos_Hora entera', 'internacional', 'charter', 'legacy', 'low cost', 'regional', 'domingo', 'jueves', 'lunes', 'martes', 'miercoles', 'sabado', 'viernes', 'Asia', 'Europe', 'North America', 'South America', 'Destino__0', 'Sala__0', 'AEROLÍNEA__0', 'País Destino__0']"
train,726444298268018.5,16404366.060472315,0.9890074024036676,8.072489144201088e+18,muelle,standardScaler,oneHotEncoder__0.0,featureHasher__2,randomForest,"['Hora entera', 'Pasajeros saliendo', 'Semana', 'Mes', 'Día', 'Hdi2021', 'Minuto entero', 'sin_Semana', 'cos_Semana', 'sin_Mes', 'cos_Mes', 'sin_Día', 'cos_Día', 'sin_Hora entera', 'cos_Hora entera', 'internacional', 'charter', 'legacy', 'low cost', 'regional', 'domingo', 'jueves', 'lunes', 'martes', 'miercoles', 'sabado', 'viernes', 'Asia', 'Europe', 'North America', 'South America', 'Destino__0', 'Destino__1', 'Destino__2', 'Destino__3', 'Destino__4', 'Sala__0', 'Sala__1', 'Sala__2', 'Sala__3', 'AEROLÍNEA__0', 'AEROLÍNEA__1', 'AEROLÍNEA__2', 'AEROLÍNEA__3', 'AEROLÍNEA__4', 'País Destino__0', 'País Destino__1', 'País Destino__2', 'País Destino__3']"
test,9544927358313308.0,67012735.57544827,0.8610497318449108,1.0017651847339214e+20,muelle,standardScaler,oneHotEncoder__0.0,featureHasher__2,randomForest,"['Hora entera', 'Pasajeros saliendo', 'Semana', 'Mes', 'Día', 'Hdi2021', 'Minuto entero', 'sin_Semana', 'cos_Semana', 'sin_Mes', 'cos_Mes', 'sin_Día', 'cos_Día', 'sin_Hora entera', 'cos_Hora entera', 'internacional', 'charter', 'legacy', 'low cost', 'regional', 'domingo', 'jueves', 'lunes', 'martes', 'miercoles', 'sabado', 'viernes', 'Asia', 'Europe', 'North America', 'South America', 'Destino__0', 'Destino__1', 'Destino__2', 'Destino__3', 'Destino__4', 'Sala__0', 'Sala__1', 'Sala__2', 'Sala__3', 'AEROLÍNEA__0', 'AEROLÍNEA__1', 'AEROLÍNEA__2', 'AEROLÍNEA__3', 'AEROLÍNEA__4', 'País Destino__0', 'País Destino__1', 'País Destino__2', 'País Destino__3']"
